crash_severity,vehicle_damage,injury_count,fatality_count,precipitation,visibility,temperature,wind_speed,median_income,unemployment_rate,population_density,educational_attainment,claim_fraud_flag,driver_behavior_Distracted,driver_behavior_Impaired,driver_behavior_Normal,driver_behavior_Speeding,weather_condition_Clear,weather_condition_Fog,weather_condition_Rain,weather_condition_Snow
2,7931,3,0,2.71,2.1,100.2,23.9,65006,6.64,2799,15.4,0,False,False,True,False,False,False,True,False
3,15869,3,0,6.52,5.3,52.7,0.6,56353,2.21,1288,46.0,1,True,False,False,False,True,False,False,False
3,9878,1,0,8.35,6.7,22.2,1.7,70223,3.43,2889,68.5,0,False,False,False,True,False,True,False,False
5,17203,3,0,11.62,5.4,29.9,7.2,78517,10.93,1733,57.7,0,False,False,True,False,False,False,True,False
3,10038,0,0,5.86,7.1,26.5,38.9,108788,10.47,6396,12.6,0,False,False,True,False,False,False,False,True
2,24193,2,0,18.19,6.0,6.1,10.2,47410,6.51,74,13.2,0,False,False,False,True,True,False,False,False
2,15447,3,0,20.18,8.4,48.1,30.0,55645,11.29,8983,47.7,0,False,False,False,True,True,False,False,False
2,1140,0,0,19.77,8.8,99.5,11.2,50431,4.06,5031,19.9,0,False,False,True,False,False,False,True,False
5,1558,2,0,17.89,1.0,57.8,10.2,41571,2.25,5493,59.5,0,False,False,False,True,False,True,False,False
1,698,3,0,6.74,2.6,60.0,10.3,105663,9.88,1766,27.3,0,False,True,False,False,False,False,False,True
5,10393,1,0,5.26,0.5,25.0,11.9,89520,3.71,5442,40.8,0,False,False,True,False,False,True,False,False
3,20229,2,0,2.73,2.3,5.1,0.4,92021,8.35,9877,53.4,0,False,False,True,False,True,False,False,False
4,24218,1,0,9.92,7.2,13.8,39.5,98554,7.4,2633,78.1,0,True,False,False,False,True,False,False,False
1,18547,1,0,2.18,0.8,23.7,22.7,117240,3.08,212,23.8,0,False,False,True,False,False,False,False,True
1,23622,3,0,16.38,1.6,96.1,24.1,115788,8.83,5905,73.8,1,True,False,False,False,False,True,False,False
3,20994,4,0,23.75,7.7,108.7,21.5,84145,3.38,3893,34.6,0,False,True,False,False,True,False,False,False
2,13465,4,0,18.89,4.4,2.0,1.8,69302,8.3,9000,21.3,0,True,False,False,False,True,False,False,False
5,11503,4,0,2.92,2.9,48.8,18.9,53158,7.69,308,39.5,1,True,False,False,False,False,True,False,False
1,24797,2,0,0.51,6.4,40.6,21.6,119979,7.27,5301,68.9,0,False,False,False,True,False,False,False,True
1,16533,3,0,8.37,8.9,59.0,26.9,102685,6.59,1096,13.1,0,False,False,True,False,False,False,False,True
4,19621,2,0,24.82,0.4,67.8,21.4,42882,9.78,2309,19.6,0,False,False,True,False,False,False,True,False
4,7361,4,0,7.82,6.9,43.6,2.2,46649,5.7,7642,51.3,0,False,False,True,False,False,False,True,False
5,21591,3,0,18.44,6.7,20.2,24.8,45445,5.69,4759,38.6,0,True,False,False,False,False,False,False,True
2,22675,0,0,17.91,8.7,64.4,23.2,80721,2.23,5756,43.5,0,False,False,True,False,False,False,False,True
1,7085,2,0,14.31,2.0,3.7,21.8,116754,9.55,2333,67.5,0,True,False,False,False,False,True,False,False
1,24688,1,0,9.19,7.1,98.3,33.7,91030,9.43,3260,21.7,0,False,True,False,False,True,False,False,False
1,2880,1,0,5.21,1.0,70.9,17.9,107699,6.63,5488,32.5,0,True,False,False,False,False,True,False,False
1,5904,3,0,24.5,0.6,10.4,24.1,107747,8.1,4532,24.4,0,False,False,True,False,False,False,False,True
3,1472,1,0,1.65,6.8,60.7,4.9,112360,2.21,7704,17.0,1,True,False,False,False,False,False,True,False
1,23726,1,0,5.91,0.2,14.2,10.1,77426,3.2,4297,46.7,0,True,False,False,False,False,False,True,False
5,14739,1,0,7.72,0.4,13.1,34.0,92485,2.72,2220,24.9,0,True,False,False,False,False,False,False,True
1,19666,1,0,22.74,0.4,29.2,0.6,98640,11.59,4011,73.3,0,False,False,False,True,True,False,False,False
2,2817,0,0,17.83,4.7,83.9,6.3,47451,4.75,6505,13.2,0,False,False,False,True,False,True,False,False
2,1501,0,0,6.63,7.6,76.8,32.9,66773,2.98,9955,72.8,0,False,False,False,True,False,False,False,True
1,14874,0,0,4.11,9.9,61.5,9.2,62178,10.73,3330,51.1,1,False,False,True,False,False,True,False,False
5,7247,0,0,22.01,2.3,28.1,10.4,68671,10.19,9374,70.3,0,False,True,False,False,False,True,False,False
1,14411,1,0,19.84,7.9,57.0,28.0,58246,2.44,5897,12.0,0,False,True,False,False,False,False,False,True
1,993,2,0,0.96,8.0,102.3,38.7,65890,5.91,7351,33.3,0,False,False,False,True,False,False,True,False
2,24111,4,0,21.98,8.7,20.4,7.9,54429,4.4,7912,45.1,1,False,False,False,True,False,True,False,False
4,11114,0,0,14.7,3.1,80.8,29.9,36943,5.71,354,25.2,0,False,False,False,True,False,False,False,True
2,4402,0,0,11.44,1.3,95.9,5.6,68944,9.76,4525,39.6,0,True,False,False,False,False,False,True,False
3,14794,4,0,16.85,8.0,73.6,15.3,89298,3.57,8037,12.1,1,False,True,False,False,False,False,False,True
4,1969,0,0,0.99,5.7,22.4,12.9,70214,6.29,1871,51.1,0,False,True,False,False,False,True,False,False
3,1307,3,0,8.26,4.1,14.2,35.4,37249,9.42,8686,75.1,0,True,False,False,False,False,False,True,False
2,9019,0,0,2.2,0.6,56.7,26.2,72422,11.65,3680,15.3,0,False,False,False,True,False,False,True,False
1,24950,3,1,17.09,0.1,14.3,13.3,113990,6.08,195,68.9,0,False,True,False,False,True,False,False,False
3,7085,2,0,9.95,3.2,90.8,0.9,93946,6.49,9442,62.3,0,False,False,True,False,False,True,False,False
2,6420,0,0,11.97,2.7,57.6,14.8,54686,10.77,3676,26.1,0,False,False,True,False,False,True,False,False
2,14705,3,0,7.25,4.8,32.1,38.9,64390,3.39,167,46.3,0,False,True,False,False,False,False,False,True
5,4242,3,0,19.71,9.2,62.5,21.2,89238,7.27,9541,32.0,0,False,False,False,True,False,True,False,False
2,22952,4,0,1.16,4.2,28.7,29.7,109732,2.41,8003,53.1,0,True,False,False,False,True,False,False,False
3,12392,1,0,7.03,2.9,64.3,13.8,96039,9.05,308,24.9,1,False,True,False,False,False,False,False,True
5,5455,0,0,14.76,8.5,25.5,18.4,97894,2.84,6153,40.5,0,False,False,False,True,False,True,False,False
4,3741,2,0,19.75,3.1,24.1,8.5,116504,3.11,4367,65.2,0,False,False,True,False,False,False,True,False
5,18370,2,0,15.04,9.2,57.0,33.5,88248,3.98,7059,42.7,1,True,False,False,False,True,False,False,False
1,11368,2,0,18.26,8.6,91.9,14.4,97911,11.44,6773,57.1,0,False,True,False,False,False,False,True,False
5,673,3,0,0.59,6.4,70.9,1.5,88655,8.91,3005,71.9,0,False,True,False,False,False,False,True,False
4,20709,4,0,6.37,7.5,10.4,27.6,92607,2.71,4717,75.7,0,False,False,False,True,False,False,True,False
3,3913,1,0,1.05,1.6,14.7,6.2,112029,4.32,3960,78.9,0,False,False,False,True,True,False,False,False
5,19213,0,0,12.5,6.0,42.9,32.0,80670,4.01,700,71.8,0,True,False,False,False,False,False,True,False
5,14397,1,0,24.73,3.3,35.2,0.6,88168,8.75,9536,27.1,1,False,False,True,False,False,False,False,True
2,1726,2,0,0.34,4.9,98.0,23.4,53812,4.49,721,38.6,0,False,False,False,True,False,False,True,False
5,24186,4,0,11.02,2.3,98.0,19.8,116294,10.2,6802,36.2,0,False,True,False,False,True,False,False,False
4,2806,0,0,0.12,9.0,3.3,39.9,37461,7.61,787,20.7,0,False,True,False,False,False,False,False,True
5,530,2,0,15.32,4.1,23.2,5.4,43548,8.94,8527,14.9,0,False,True,False,False,True,False,False,False
5,10817,2,0,4.58,4.8,42.7,26.9,38912,8.6,4550,30.7,0,False,False,True,False,False,False,False,True
2,15042,4,0,17.82,7.2,19.4,3.8,92634,3.24,5015,70.2,1,False,False,True,False,True,False,False,False
2,9556,4,0,3.99,1.2,101.1,6.5,101397,7.26,9894,12.7,0,True,False,False,False,False,True,False,False
2,2334,3,0,20.71,5.0,20.9,39.5,40779,8.79,8344,25.1,0,True,False,False,False,False,False,True,False
5,6918,3,1,5.15,8.1,80.7,32.3,85290,4.46,9936,34.3,0,False,True,False,False,False,False,False,True
4,19655,3,0,8.81,6.8,105.3,9.8,84498,9.13,6928,55.4,0,False,False,False,True,False,True,False,False
1,19917,0,0,5.76,3.2,52.5,33.9,52280,10.95,7271,49.4,0,False,False,True,False,False,True,False,False
2,4300,0,0,20.19,7.1,89.6,1.4,36102,10.74,5007,65.7,0,False,False,True,False,False,True,False,False
3,1964,3,0,12.26,9.3,47.1,21.4,80268,10.1,3051,58.1,0,False,False,True,False,True,False,False,False
5,2206,3,0,21.85,8.9,89.5,3.7,119281,3.74,1800,72.3,0,False,False,False,True,False,False,True,False
4,24952,3,0,3.25,7.4,83.8,38.8,98298,8.98,6752,44.1,0,False,True,False,False,False,True,False,False
5,8330,1,0,12.47,2.7,105.6,23.3,112980,10.23,8658,47.5,0,False,False,True,False,False,False,False,True
2,2408,4,0,19.42,3.7,37.0,22.2,85420,11.41,3028,68.6,0,False,False,False,True,False,False,True,False
2,8058,0,0,24.53,5.6,84.3,12.7,113546,8.35,9231,10.4,0,True,False,False,False,False,False,False,True
5,3011,2,0,16.83,3.8,101.4,34.0,102205,2.5,4073,27.0,0,False,True,False,False,True,False,False,False
3,656,4,0,4.58,4.6,89.2,21.2,95223,8.58,1087,25.5,0,False,False,True,False,True,False,False,False
1,15451,2,0,18.99,7.9,89.6,0.7,118716,8.89,2300,49.3,1,False,True,False,False,False,False,False,True
5,14948,1,0,1.87,1.0,104.3,7.4,45013,2.07,3020,60.2,0,False,False,True,False,True,False,False,False
1,19682,4,0,19.07,9.7,32.0,17.3,78110,7.39,810,27.7,0,False,True,False,False,False,False,True,False
5,6665,4,0,20.7,7.0,48.4,3.2,75613,7.45,9193,45.4,0,True,False,False,False,False,True,False,False
2,21135,3,0,13.98,8.6,11.7,11.2,95136,6.56,9590,61.7,0,False,False,True,False,False,False,False,True
2,3193,0,0,12.32,7.8,96.5,10.0,82842,8.2,6279,60.6,0,False,False,True,False,False,False,True,False
1,21692,1,0,23.41,4.3,37.8,0.0,64612,2.43,8569,42.8,0,True,False,False,False,True,False,False,False
5,8262,3,0,0.0,9.4,99.6,27.7,83821,7.0,8486,59.4,1,False,True,False,False,False,True,False,False
2,9952,0,0,0.24,2.5,22.4,31.0,65513,2.34,3852,49.1,1,False,False,True,False,False,True,False,False
2,6105,2,0,6.3,0.5,38.5,32.8,78917,5.22,1446,15.5,0,True,False,False,False,False,False,False,True
1,24816,2,0,12.64,1.0,76.0,34.1,77266,7.36,8043,76.7,1,False,True,False,False,True,False,False,False
4,9042,3,0,13.51,2.0,101.5,6.1,107649,8.91,2682,78.3,1,False,True,False,False,False,False,False,True
5,1548,2,0,9.28,5.4,75.7,35.6,115454,8.93,6478,21.3,0,False,False,True,False,False,True,False,False
4,8798,3,0,7.32,2.2,37.4,26.3,108183,6.43,5902,39.2,0,False,False,True,False,True,False,False,False
4,1692,2,0,5.06,8.4,4.4,27.8,115171,3.04,4648,53.4,0,False,True,False,False,False,False,False,True
3,2783,1,0,20.01,0.1,36.5,22.6,58172,3.42,6808,49.8,0,False,False,False,True,False,False,True,False
3,9161,0,0,7.9,7.5,52.4,37.6,58947,6.42,2375,36.2,0,False,False,True,False,False,True,False,False
2,5008,2,0,12.31,9.7,80.3,10.1,67778,3.09,2983,73.2,0,True,False,False,False,False,False,True,False
3,15004,4,0,20.28,2.7,98.3,31.5,63639,9.99,4140,57.4,0,True,False,False,False,False,False,False,True
3,1699,2,0,15.31,6.2,0.7,19.8,37689,4.77,4531,17.9,0,True,False,False,False,True,False,False,False
2,22512,2,0,10.22,7.1,8.4,35.6,91116,3.22,5360,56.9,0,True,False,False,False,False,False,False,True
4,2760,3,0,4.42,3.3,31.0,11.0,57655,4.89,7453,25.3,1,False,True,False,False,False,False,True,False
4,24909,4,0,9.94,4.3,58.9,0.6,95090,4.07,2279,16.0,0,False,False,False,True,False,False,False,True
3,18841,4,0,12.13,7.3,58.9,2.6,46237,5.0,7838,35.2,0,False,False,False,True,False,True,False,False
4,18169,3,0,24.76,1.3,46.8,36.0,52347,6.11,718,13.5,1,False,False,False,True,True,False,False,False
4,16907,2,0,7.1,1.4,97.2,25.6,41266,7.03,6402,20.3,0,True,False,False,False,False,False,False,True
4,17253,1,0,4.14,3.8,80.0,29.2,69144,2.93,5440,41.7,0,False,False,True,False,False,True,False,False
4,17592,4,0,5.51,2.3,15.0,20.2,80369,5.29,5473,78.8,0,False,False,False,True,False,False,True,False
4,648,4,0,5.29,3.1,25.9,22.3,95487,7.23,832,68.9,0,True,False,False,False,False,True,False,False
1,17537,1,0,1.9,1.5,55.6,14.6,116756,7.59,8331,10.9,0,False,False,False,True,False,False,True,False
4,1964,1,0,9.12,1.0,39.9,31.3,98046,7.0,1131,70.8,0,True,False,False,False,True,False,False,False
4,1553,0,0,7.12,9.2,88.9,30.3,118328,3.59,7317,29.8,0,False,True,False,False,False,False,True,False
2,22374,2,0,22.19,3.5,46.1,28.0,115230,4.91,3839,23.8,0,False,False,False,True,False,True,False,False
1,3216,2,0,19.51,5.7,103.5,38.5,115807,10.63,7497,31.7,0,False,True,False,False,False,True,False,False
5,4838,3,0,2.73,5.5,20.1,30.8,100170,10.26,5033,47.0,0,False,False,True,False,True,False,False,False
4,4047,2,0,21.26,4.5,53.1,39.1,111616,5.62,373,43.8,0,False,False,True,False,False,False,False,True
2,682,1,0,2.74,7.5,98.4,23.6,87254,6.91,7758,54.1,0,False,True,False,False,True,False,False,False
3,2448,3,0,18.01,3.3,7.2,24.8,53042,6.58,8070,21.7,0,False,False,True,False,False,True,False,False
4,17627,3,0,14.32,8.9,30.7,25.6,38123,4.86,7779,36.2,0,False,False,False,True,True,False,False,False
2,13253,2,1,2.17,0.7,22.3,13.1,83574,8.48,4862,50.8,0,False,True,False,False,False,False,False,True
3,16071,4,0,22.63,5.7,108.3,1.3,101219,7.62,8230,66.8,0,False,True,False,False,False,True,False,False
1,10563,1,0,21.86,3.4,51.5,31.5,108507,5.99,7497,35.8,1,False,False,True,False,True,False,False,False
3,11352,1,0,21.1,3.6,97.7,28.4,112840,4.59,3579,68.8,1,False,True,False,False,True,False,False,False
3,21924,1,0,9.24,3.1,93.9,3.2,67830,8.18,2054,39.2,1,False,True,False,False,False,True,False,False
1,3624,4,0,5.57,6.0,11.4,5.9,70295,9.08,4200,76.0,0,True,False,False,False,False,True,False,False
3,6736,3,0,24.93,2.3,38.5,27.5,86040,10.01,9111,30.7,0,False,False,False,True,False,True,False,False
1,2896,1,0,20.43,2.9,54.6,21.4,114681,11.38,6882,35.8,0,True,False,False,False,False,True,False,False
1,7252,2,0,1.05,2.9,96.7,7.6,47481,4.07,4570,55.7,0,False,True,False,False,False,False,True,False
5,6750,1,0,9.33,0.1,108.0,2.2,96268,10.64,5890,50.8,1,True,False,False,False,False,True,False,False
1,3289,2,0,20.3,3.7,37.1,24.5,65277,11.82,8072,34.8,0,False,False,True,False,False,False,False,True
3,3629,4,0,13.21,0.5,86.0,2.1,62562,8.69,1879,43.9,0,False,False,True,False,False,False,True,False
3,5074,3,0,6.18,8.7,94.5,8.5,82360,9.74,9441,56.5,0,False,False,True,False,False,False,False,True
3,18459,1,0,19.82,7.2,30.9,20.1,47669,5.98,139,13.9,0,False,True,False,False,False,False,True,False
1,17474,1,0,6.54,6.0,21.9,3.8,47397,10.58,7038,52.4,0,True,False,False,False,False,True,False,False
2,20017,2,0,0.01,7.4,71.1,16.4,103958,5.43,390,62.3,0,True,False,False,False,False,False,False,True
5,6750,4,0,5.78,9.0,62.1,0.8,56431,9.28,2721,65.6,0,False,False,True,False,False,False,False,True
2,15074,3,0,24.83,6.9,17.0,4.8,112594,8.54,2965,25.0,0,False,True,False,False,True,False,False,False
3,7981,0,0,16.41,5.9,81.6,37.6,65211,10.98,188,54.9,0,False,False,False,True,False,True,False,False
2,18041,1,0,5.52,1.2,39.6,22.4,88118,10.57,4004,61.2,1,False,False,False,True,False,False,True,False
1,4547,0,0,17.15,4.0,66.5,27.5,63434,9.35,8511,16.7,0,False,False,False,True,False,False,True,False
2,2670,0,0,17.17,5.8,0.7,15.1,77635,11.25,3844,14.9,0,True,False,False,False,False,True,False,False
1,15953,3,0,16.02,6.0,65.0,30.5,94713,5.46,3530,72.0,0,True,False,False,False,False,True,False,False
2,22809,2,0,1.76,9.6,80.7,35.9,108050,10.14,3712,35.3,0,False,False,True,False,False,True,False,False
4,13232,0,0,6.07,2.1,38.0,36.4,85430,9.19,9830,59.2,1,False,False,True,False,False,True,False,False
3,16413,1,0,21.77,6.6,83.5,19.9,61876,4.57,5450,49.2,0,True,False,False,False,True,False,False,False
5,5427,2,0,18.37,2.6,47.0,30.5,113395,8.28,8360,33.6,0,False,False,False,True,False,False,False,True
4,7931,3,0,4.2,4.2,46.6,28.4,87604,4.7,3683,34.2,0,False,True,False,False,True,False,False,False
5,6774,0,0,7.46,9.7,32.9,38.1,72939,2.51,317,73.4,0,False,True,False,False,False,False,True,False
3,10303,2,0,14.07,3.3,81.5,9.7,69252,2.02,3033,41.7,0,False,True,False,False,False,False,True,False
2,17576,1,0,20.66,3.6,100.9,22.5,94926,4.39,2543,43.8,0,False,True,False,False,False,False,True,False
4,17462,2,0,5.01,4.4,48.7,1.8,44198,5.92,8985,78.5,0,False,False,True,False,True,False,False,False
3,17293,3,0,2.54,0.4,108.6,36.9,118745,7.2,8164,38.8,0,True,False,False,False,False,True,False,False
1,2520,2,0,9.55,4.0,87.9,37.8,47690,5.67,4502,35.9,0,False,False,False,True,True,False,False,False
3,2788,1,0,22.81,6.2,34.2,20.0,59740,6.25,1029,15.6,0,True,False,False,False,False,True,False,False
4,9699,4,0,6.51,5.8,25.6,23.4,78310,8.43,8953,37.1,0,False,True,False,False,True,False,False,False
5,13465,4,0,2.71,8.7,39.5,30.9,119118,9.34,1438,22.5,0,False,True,False,False,True,False,False,False
3,6519,3,0,1.4,6.4,44.5,10.0,43757,11.82,7735,19.2,0,False,True,False,False,False,False,True,False
2,11627,0,0,8.79,5.6,54.5,15.2,116950,5.2,2770,35.7,0,False,False,True,False,False,False,True,False
3,3912,1,0,0.94,6.4,77.2,11.5,56135,8.51,8302,21.1,1,False,False,False,True,False,False,False,True
3,9066,0,0,14.58,0.5,92.5,21.6,53144,7.96,5808,31.5,0,False,True,False,False,False,True,False,False
4,10420,1,0,16.81,10.0,6.5,38.0,36696,10.65,8064,58.2,1,True,False,False,False,False,False,True,False
4,20084,1,0,11.51,1.5,49.8,15.4,92940,9.02,6712,68.7,0,False,False,True,False,False,False,True,False
5,6696,0,0,18.53,4.2,47.0,1.8,90839,10.6,343,31.3,0,False,False,False,True,False,True,False,False
4,21922,2,0,12.53,3.0,46.6,27.3,109658,5.71,7898,34.7,0,False,False,False,True,True,False,False,False
4,16855,0,0,17.56,5.8,62.0,19.8,65204,7.76,1472,61.1,0,False,True,False,False,False,False,False,True
5,12232,1,0,5.77,5.6,103.4,11.9,104569,3.38,9943,64.4,0,False,False,False,True,False,True,False,False
3,4138,0,0,18.62,3.5,36.3,16.6,118362,5.19,9473,22.4,1,False,False,True,False,False,False,False,True
4,8307,2,0,12.54,9.7,104.4,34.5,72066,7.09,5224,38.1,0,False,True,False,False,False,True,False,False
3,19095,0,0,17.63,7.5,27.0,32.8,73376,3.01,9854,10.2,0,False,False,False,True,True,False,False,False
1,2370,2,0,11.17,8.9,60.3,6.8,51380,11.4,797,38.0,0,True,False,False,False,False,True,False,False
4,16038,2,0,12.65,4.6,78.5,27.4,63402,6.43,6908,72.5,1,False,True,False,False,True,False,False,False
2,6750,0,0,1.04,6.0,96.9,39.9,37696,2.53,6633,14.0,0,False,False,True,False,False,False,False,True
4,17626,2,0,12.23,4.1,86.0,31.4,63817,7.17,9377,37.3,0,False,False,False,True,True,False,False,False
2,693,0,0,3.56,3.0,106.2,29.0,38696,7.05,1775,28.6,0,False,False,True,False,False,False,True,False
5,13556,1,0,3.56,5.3,60.6,12.4,35894,10.49,4252,12.6,0,False,True,False,False,False,True,False,False
4,13588,0,0,10.83,1.9,99.6,6.4,42755,10.65,7170,38.0,0,False,False,True,False,False,False,True,False
5,9600,2,0,14.41,2.1,72.0,34.6,48628,2.92,8204,26.6,0,False,False,False,True,False,False,False,True
5,19036,0,0,8.58,5.1,18.6,24.4,44447,6.96,3337,68.2,1,False,False,False,True,False,False,True,False
1,20814,0,0,4.01,0.1,3.4,15.6,115024,5.49,7739,55.1,0,False,False,False,True,False,False,False,True
4,19775,0,0,18.54,4.5,83.7,30.2,43921,7.53,4870,43.4,0,False,False,False,True,False,False,True,False
4,23897,4,0,24.08,10.0,74.5,28.7,58161,11.51,6130,59.6,0,False,True,False,False,False,True,False,False
1,15462,0,0,18.34,8.2,31.7,25.9,56365,8.58,3172,17.0,0,True,False,False,False,True,False,False,False
2,4779,4,0,1.93,0.8,11.7,8.3,51363,3.03,8662,63.0,0,False,False,False,True,False,False,True,False
4,18489,3,0,21.02,6.6,75.8,35.4,75271,9.19,732,30.9,0,False,False,True,False,False,False,True,False
5,13515,3,0,1.69,2.3,82.4,28.8,110316,3.65,8241,45.2,1,False,False,True,False,False,True,False,False
5,17398,0,0,10.91,1.2,61.4,12.1,54293,8.68,4981,16.6,1,False,False,False,True,False,False,True,False
1,17644,0,0,23.22,3.5,73.2,2.5,101229,10.86,1165,67.0,0,False,True,False,False,False,True,False,False
3,22603,3,0,6.58,6.8,44.4,36.5,68633,8.47,3055,45.7,0,True,False,False,False,False,False,True,False
4,2663,4,0,3.2,5.5,95.3,31.8,109293,6.61,2800,40.9,1,False,False,False,True,True,False,False,False
4,16801,1,0,19.06,0.4,58.6,19.9,90295,11.67,9551,19.4,0,False,False,False,True,True,False,False,False
5,1282,0,0,23.22,8.6,98.4,16.6,88275,10.03,6509,54.4,0,True,False,False,False,False,False,False,True
3,14145,3,0,8.14,4.8,81.4,24.6,119450,7.61,5335,34.7,0,False,False,True,False,False,False,False,True
1,4585,3,0,5.81,8.6,57.5,15.9,114918,3.98,7560,57.8,1,False,True,False,False,False,True,False,False
4,22756,3,0,4.56,1.9,79.2,1.6,97647,3.44,5456,63.4,0,False,False,False,True,False,True,False,False
3,4042,3,0,24.08,0.8,97.5,12.1,67709,3.86,5853,10.5,0,False,True,False,False,False,False,True,False
5,4884,1,0,14.42,5.2,21.4,9.9,104082,7.16,8994,28.1,0,False,False,True,False,False,False,True,False
3,19388,0,0,21.5,4.5,47.3,38.9,118829,10.87,1222,57.5,0,False,True,False,False,False,True,False,False
1,23781,4,0,7.71,0.1,94.5,30.7,110279,4.58,7429,33.5,0,True,False,False,False,False,False,True,False
1,8391,3,0,1.41,0.4,3.4,16.1,99604,6.38,2158,62.5,0,False,False,False,True,False,True,False,False
1,5256,4,0,11.35,0.9,14.6,29.5,45120,8.69,9208,49.0,1,False,False,True,False,True,False,False,False
5,11451,0,0,5.18,0.4,44.6,12.1,37283,4.47,1894,70.1,0,False,True,False,False,False,False,True,False
4,6799,0,0,12.97,1.8,12.4,21.1,61456,9.95,2221,49.9,0,False,False,False,True,False,False,True,False
5,8345,0,0,13.45,5.8,79.9,8.3,115079,8.24,7312,72.3,0,False,False,False,True,False,False,False,True
5,23763,2,0,7.36,4.8,107.2,10.2,110845,6.96,9881,25.9,0,True,False,False,False,False,False,True,False
2,20313,1,0,7.69,9.8,53.8,17.4,72493,4.09,5814,65.6,0,False,False,False,True,False,False,False,True
5,13060,3,0,0.6,0.7,105.6,3.3,91630,9.19,1413,12.4,1,False,True,False,False,False,False,False,True
5,22826,2,0,10.51,8.7,14.9,34.1,89948,9.09,8304,15.4,0,False,False,False,True,False,False,False,True
3,5332,0,0,8.09,5.8,77.0,36.7,104588,11.38,5800,37.7,1,False,False,True,False,False,True,False,False
5,8937,0,0,15.49,8.8,64.1,8.5,79168,9.29,9954,23.0,0,False,False,True,False,True,False,False,False
1,10173,3,0,21.49,0.6,87.1,18.9,85840,11.39,3332,76.1,1,False,True,False,False,False,True,False,False
4,12386,1,0,12.32,1.0,59.1,33.7,112646,4.8,1716,64.6,0,False,False,False,True,False,False,False,True
1,3570,3,0,2.07,8.6,107.8,11.5,117313,6.07,1573,62.1,0,False,False,True,False,False,False,True,False
5,10714,2,0,23.34,5.7,48.4,24.4,75656,9.85,6798,44.4,0,False,False,True,False,False,False,True,False
4,15085,1,0,20.21,5.6,104.5,17.7,98884,8.27,8750,44.3,0,False,True,False,False,False,False,True,False
1,20178,2,0,9.14,0.1,101.0,15.9,60453,7.5,5457,50.7,0,False,False,False,True,False,True,False,False
4,17761,0,0,8.27,6.4,46.6,31.6,44501,8.03,7020,51.8,0,True,False,False,False,False,False,False,True
4,678,4,0,23.45,8.5,45.2,18.6,56570,5.74,2784,72.9,0,False,True,False,False,True,False,False,False
1,9206,0,0,9.37,10.0,2.2,18.6,69712,11.09,1462,18.5,0,False,False,False,True,False,False,False,True
3,7245,3,0,15.9,4.3,49.3,39.7,48501,7.2,2612,45.7,0,False,False,False,True,False,False,True,False
2,8212,2,0,24.63,3.1,21.9,38.5,108173,3.85,3688,79.7,0,False,False,True,False,False,False,False,True
5,14203,4,0,0.92,4.0,37.0,9.4,37992,3.94,5034,43.7,0,False,False,False,True,False,False,True,False
2,13005,0,0,7.87,2.3,31.1,9.1,90582,4.28,4936,68.6,0,True,False,False,False,False,True,False,False
4,24905,1,0,5.78,2.3,73.7,26.5,102987,5.75,1967,52.3,0,False,True,False,False,False,False,False,True
2,1688,3,0,23.06,4.3,48.4,16.5,113849,9.62,133,56.5,0,False,False,False,True,True,False,False,False
3,3638,0,0,13.78,6.8,66.0,28.8,103311,9.92,2769,29.1,0,False,False,False,True,False,False,False,True
1,23277,4,0,1.34,6.6,92.8,29.3,40712,7.23,5808,68.2,0,False,True,False,False,False,True,False,False
2,18237,2,0,18.88,7.7,91.6,31.3,88841,4.36,1462,27.1,0,False,False,True,False,False,True,False,False
4,1023,3,0,17.1,2.2,64.4,10.5,115114,5.45,7901,57.1,0,False,True,False,False,False,False,True,False
2,7063,2,0,16.55,7.3,48.5,39.9,81467,5.03,3153,16.2,1,True,False,False,False,False,False,False,True
2,10142,3,0,23.89,8.0,44.0,19.7,99842,4.12,1695,11.3,0,False,False,True,False,False,True,False,False
5,17819,3,0,21.87,5.6,7.8,3.4,55333,9.49,7696,43.1,0,False,True,False,False,False,False,True,False
3,2088,4,0,18.83,4.7,51.4,4.5,87119,8.1,9218,75.7,0,False,False,False,True,True,False,False,False
1,8295,2,0,5.57,1.6,44.3,22.5,116929,4.57,4565,32.8,0,True,False,False,False,False,True,False,False
3,21192,0,0,3.45,0.5,22.2,20.4,42506,7.41,1245,32.6,0,False,False,True,False,False,False,True,False
5,1469,3,0,5.52,4.6,88.3,37.4,81728,5.8,1312,13.6,0,False,False,False,True,False,False,False,True
2,16569,2,0,5.14,6.5,76.8,36.0,52863,7.75,114,57.3,1,False,True,False,False,False,False,False,True
1,13234,1,0,14.2,2.1,107.3,18.6,77025,7.96,4627,60.5,0,True,False,False,False,False,False,False,True
4,7757,4,0,16.58,4.0,42.4,8.3,56207,9.69,6865,73.3,0,False,True,False,False,False,True,False,False
2,19844,0,0,13.19,5.0,45.9,22.6,98022,11.23,4334,40.6,0,False,False,False,True,False,False,True,False
1,11664,3,0,1.41,9.5,57.2,12.3,77826,3.62,2855,17.7,1,False,False,True,False,True,False,False,False
3,2465,3,0,9.08,8.8,38.9,26.0,87421,10.45,7242,12.6,0,False,False,False,True,True,False,False,False
4,2886,3,0,24.19,8.7,60.0,20.6,49433,9.32,5706,71.7,0,False,False,False,True,True,False,False,False
