crash_id,state,county_fips,crash_date,crash_severity,vehicle_damage,injury_count,fatality_count,driver_behavior,road_condition,weather_condition,precipitation,visibility,temperature,wind_speed,median_income,unemployment_rate,population_density,educational_attainment,fraud_indicator,suspicious_claim_score,crash_weather_risk,socioeconomic_risk,geographic_risk,claim_fraud_flag,fraud_probability,high_risk_claim_flag
100146,NY,4926,2024-05-25,5,18150,2,0,Impaired,Ice,Rain,6.8,6.3,66.5,32.3,84703,9.99,9727,51.0,0,80.8,7.07,4.41,3.1,0,0.922,1
100147,NY,7971,2024-05-26,1,20522,1,0,Normal,Ice,Clear,17.31,4.0,84.0,2.8,79354,3.07,4631,46.5,0,19.0,5.0,4.79,6.56,0,0.373,0
100148,FL,7939,2024-05-27,2,20311,2,0,Impaired,Ice,Rain,6.6,2.9,57.6,13.4,113462,9.81,5659,20.5,0,11.0,8.7,8.97,2.1,0,0.902,1
100149,CA,5785,2024-05-28,5,5280,1,0,Impaired,Ice,Clear,23.48,1.5,24.9,12.5,49390,11.1,2051,14.6,0,72.1,1.26,3.95,3.18,0,0.917,1
100150,NY,5001,2024-05-29,4,18811,3,0,Normal,Snow,Rain,15.91,3.9,73.3,25.4,62307,5.83,1437,61.1,0,15.6,6.78,9.53,2.4,0,0.931,1
100151,TX,2634,2024-05-30,2,12394,1,0,Distracted,Wet,Rain,8.11,4.4,8.8,14.2,59502,8.31,6602,49.2,0,85.0,5.72,4.85,5.57,0,0.27,0
100152,TX,8267,2024-05-31,2,2856,1,0,Normal,Wet,Rain,6.74,6.9,48.6,5.9,57486,6.3,1080,35.1,0,72.6,4.8,9.74,1.08,0,0.4,0
100153,TX,9703,2024-06-01,4,5290,0,0,Impaired,Dry,Clear,4.77,6.8,18.0,23.9,73258,6.38,1270,66.6,1,84.2,4.91,0.08,9.33,1,0.87,1
100154,TX,1385,2024-06-02,3,17190,1,0,Distracted,Ice,Snow,17.37,1.2,20.3,32.6,92716,5.1,6085,37.2,0,29.9,7.22,8.99,3.34,0,0.359,0
100155,FL,1405,2024-06-03,1,24863,0,0,Speeding,Snow,Rain,5.47,4.3,22.3,15.3,116494,9.62,9860,65.7,0,31.7,9.38,9.31,2.19,0,0.6,0
100156,TX,9176,2024-06-04,3,20549,4,0,Distracted,Dry,Clear,14.88,2.2,42.5,5.3,117768,11.36,9505,31.4,0,67.1,0.91,9.61,4.97,0,0.118,0
100157,NY,3001,2024-06-05,5,10681,0,0,Impaired,Dry,Clear,6.62,2.0,5.6,7.9,45748,11.41,6573,15.1,0,3.1,0.2,0.13,2.77,0,0.056,0
100158,IL,6990,2024-06-06,4,7557,3,0,Distracted,Wet,Rain,16.55,8.4,43.8,9.5,97785,3.75,8124,75.3,0,72.6,8.06,1.72,5.35,0,0.412,0
100159,TX,2461,2024-06-07,3,16582,0,1,Normal,Snow,Rain,20.37,0.9,56.3,12.0,111050,10.75,9113,37.6,0,83.6,1.08,6.54,3.49,0,0.579,0
100160,FL,8191,2024-06-08,2,1161,4,0,Speeding,Snow,Snow,19.45,4.5,53.2,25.7,57738,9.37,884,65.5,0,41.5,9.87,0.25,1.32,0,0.393,0
100161,FL,8141,2024-06-09,5,5144,3,0,Speeding,Snow,Clear,19.02,2.1,42.1,24.0,109231,4.53,9160,29.5,1,76.5,6.19,0.64,2.66,1,0.578,0
100162,TX,4637,2024-06-10,5,16211,2,0,Speeding,Wet,Clear,4.69,8.9,92.3,27.8,108606,2.67,1774,55.2,1,17.5,6.51,2.21,4.38,1,0.515,0
100163,IL,5810,2024-06-11,3,3420,2,0,Impaired,Wet,Fog,2.21,5.8,16.0,14.5,76662,4.68,6648,71.1,0,32.2,1.99,5.12,0.3,0,0.686,0
100164,TX,5179,2024-06-12,3,16502,0,0,Impaired,Wet,Clear,17.47,2.7,55.6,33.0,117234,11.12,2463,12.9,1,97.4,2.4,5.46,7.71,1,0.65,0
100165,FL,8246,2024-06-13,4,14525,0,0,Speeding,Wet,Snow,9.21,5.3,6.8,8.2,50123,8.33,9555,68.1,0,98.6,6.59,0.34,6.22,0,0.424,0
100166,CA,7601,2024-06-14,1,9446,4,0,Distracted,Wet,Fog,10.81,7.4,7.8,18.8,60616,9.21,6043,50.0,0,51.3,9.1,1.7,6.01,0,0.425,0
100167,NY,6998,2024-06-15,3,13232,4,0,Speeding,Ice,Fog,0.78,9.6,63.1,32.0,46182,4.57,4548,52.5,1,93.4,9.82,5.0,5.46,1,0.141,0
100168,FL,3049,2024-06-16,3,6736,1,0,Distracted,Ice,Fog,6.49,2.6,62.3,7.2,97013,9.19,2155,46.6,0,52.3,1.98,5.94,5.9,0,0.513,0
100169,TX,5781,2024-06-17,2,16809,4,0,Distracted,Snow,Rain,0.84,8.9,96.6,4.4,66331,2.28,2618,71.2,0,29.2,1.34,1.48,9.35,0,0.587,0
100170,NY,1717,2024-06-18,5,22962,1,0,Impaired,Dry,Rain,21.98,9.4,61.4,35.3,81098,5.75,9380,13.0,0,26.7,0.56,3.99,0.09,0,0.476,0
100171,TX,8940,2024-06-19,1,14018,3,0,Distracted,Snow,Clear,6.08,9.2,105.6,13.7,61128,8.27,259,28.3,0,93.0,8.68,9.04,0.48,0,0.326,0
100172,TX,6566,2024-06-20,2,852,0,0,Speeding,Dry,Fog,13.93,6.5,5.4,27.4,66556,3.46,9306,71.3,1,17.2,2.95,9.99,1.91,1,0.722,1
100173,CA,5545,2024-06-21,4,7505,3,0,Impaired,Wet,Snow,0.97,6.5,10.8,1.0,56876,10.23,4961,62.7,0,58.0,0.02,9.87,1.67,0,0.075,0
100174,NY,5977,2024-06-22,4,14536,4,0,Normal,Dry,Rain,16.67,4.3,4.8,27.6,43949,4.35,2270,11.2,0,55.6,2.24,8.82,1.81,0,0.914,1
100175,NY,4420,2024-06-23,3,17042,3,0,Normal,Snow,Snow,8.08,7.6,20.4,12.6,86962,8.52,283,46.2,0,74.0,3.4,3.95,6.72,0,0.021,0
100176,CA,8240,2024-06-24,3,1456,3,0,Impaired,Snow,Snow,22.45,5.5,59.5,2.2,106206,6.05,842,47.1,0,49.9,9.91,6.87,4.59,0,0.962,1
100177,FL,1250,2024-06-25,4,2571,3,0,Speeding,Dry,Rain,22.2,6.9,71.0,24.4,59099,7.96,3160,38.1,0,27.2,5.24,4.17,9.92,0,0.462,0
100178,TX,9866,2024-06-26,3,9095,4,0,Normal,Ice,Rain,8.13,4.6,5.0,9.6,47716,3.07,2216,30.8,0,16.9,2.05,6.49,2.27,0,0.413,0
100179,IL,1771,2024-06-27,1,15640,3,0,Normal,Wet,Rain,22.52,7.4,104.1,15.5,87611,2.17,8576,57.7,0,62.1,3.35,3.09,3.11,0,0.256,0
100180,TX,5364,2024-06-28,3,13303,1,0,Distracted,Wet,Rain,24.9,8.3,92.6,3.2,73885,11.1,9601,24.5,0,71.9,3.3,6.06,9.84,0,0.01,0
100181,TX,2078,2024-06-29,5,3953,4,0,Distracted,Snow,Fog,20.64,1.9,32.6,5.9,88144,4.7,5243,65.9,1,57.0,0.2,5.24,8.32,1,0.275,0
100182,FL,9428,2024-06-30,3,7175,3,0,Speeding,Ice,Fog,21.12,8.4,8.5,11.9,100220,10.2,1264,66.2,0,73.8,1.35,0.24,4.7,0,0.109,0
100183,TX,9581,2024-07-01,2,1455,4,0,Impaired,Dry,Fog,6.23,5.6,18.7,3.6,42837,11.99,4469,39.1,0,14.2,6.95,7.91,5.55,0,0.66,0
100184,CA,8902,2024-07-02,1,6795,2,0,Speeding,Wet,Fog,14.42,8.5,14.0,36.4,84355,4.11,7364,29.8,0,88.2,1.2,0.12,8.43,0,0.319,0
100185,CA,5859,2024-07-03,2,16421,1,0,Impaired,Ice,Clear,1.68,4.6,13.6,0.2,82299,4.65,8525,29.9,1,58.2,2.31,2.93,4.81,1,0.767,1
100186,NY,7545,2024-07-04,2,18596,3,0,Normal,Wet,Fog,2.37,4.1,57.0,19.4,54159,8.63,262,43.8,1,12.7,3.51,0.06,2.06,1,0.207,0
100187,IL,5720,2024-07-05,5,15782,2,0,Distracted,Ice,Rain,24.97,9.2,27.0,4.9,86012,11.65,1708,60.4,0,46.2,7.58,3.76,8.28,0,0.9,1
100188,TX,3815,2024-07-06,1,5203,2,0,Speeding,Ice,Snow,8.17,2.9,39.4,12.3,94305,11.16,5074,35.1,0,84.5,5.82,0.63,5.38,0,0.523,0
100189,TX,4375,2024-07-07,1,7063,4,0,Speeding,Snow,Fog,18.7,8.5,108.8,37.0,52106,7.03,9659,52.7,0,89.8,6.89,9.14,1.53,0,0.115,0
100190,FL,2253,2024-07-08,1,22515,2,0,Impaired,Wet,Clear,20.17,5.1,75.3,6.5,93123,9.95,5967,36.8,0,26.5,5.67,4.16,5.06,0,0.401,0
100191,CA,7997,2024-07-09,1,12503,1,0,Impaired,Dry,Rain,21.45,5.4,104.4,38.6,43720,3.36,5191,31.3,0,71.1,6.84,4.59,4.13,0,0.207,0
100192,IL,5674,2024-07-10,1,11317,1,0,Speeding,Snow,Snow,24.94,3.4,15.7,8.2,72661,11.77,1844,11.7,0,10.0,0.03,3.5,8.77,0,0.2,0
100193,NY,5531,2024-07-11,5,11671,0,0,Impaired,Snow,Snow,6.04,5.9,42.0,29.7,56120,11.64,6038,10.3,1,3.4,9.31,6.28,1.26,1,0.506,0
100194,CA,7882,2024-07-12,3,13082,1,0,Speeding,Dry,Fog,1.01,3.6,61.0,21.9,54790,3.64,8346,25.9,0,56.0,1.11,7.84,8.75,0,0.672,0
100195,NY,7950,2024-07-13,2,12701,2,0,Speeding,Snow,Snow,10.28,0.9,8.4,35.4,93655,4.99,5628,38.4,1,69.5,4.06,6.48,5.12,1,0.912,1
100196,FL,7242,2024-07-14,1,18278,1,0,Speeding,Ice,Fog,3.25,3.1,0.5,22.2,94643,3.0,5601,69.6,0,79.6,7.71,7.48,4.04,0,0.502,0
100197,FL,9018,2024-07-15,3,12973,4,0,Normal,Ice,Fog,0.56,0.6,73.7,21.4,82374,4.72,3895,65.9,0,34.0,4.35,9.06,1.62,0,0.966,1
100198,TX,7942,2024-07-16,3,9961,0,0,Impaired,Wet,Rain,9.01,9.8,70.6,7.8,77907,10.16,6956,28.7,0,0.7,9.47,8.64,7.01,0,0.942,1
100199,IL,8003,2024-07-17,2,21616,2,0,Distracted,Wet,Rain,19.59,9.7,45.2,6.6,85071,5.78,428,27.1,0,48.0,4.68,6.74,9.27,0,0.865,1
100200,NY,2332,2024-07-18,5,20598,0,1,Distracted,Dry,Clear,14.15,4.3,53.9,36.7,69812,2.88,3343,25.9,0,1.6,8.75,2.15,3.75,0,0.5,0
100201,CA,5262,2024-07-19,4,16096,2,0,Impaired,Wet,Rain,7.82,7.4,45.7,13.1,84570,5.42,3379,33.7,1,9.2,8.11,6.38,2.42,1,0.141,0
100202,FL,8649,2024-07-20,4,1029,4,0,Speeding,Ice,Rain,16.36,3.8,2.6,14.9,85901,11.81,4858,44.9,1,32.7,9.81,5.06,5.55,1,0.218,0
100203,TX,6116,2024-07-21,3,19842,0,0,Distracted,Dry,Fog,5.8,6.9,36.9,30.4,95186,8.3,7987,40.7,1,43.7,9.27,7.17,7.96,1,0.648,0
100204,TX,5638,2024-07-22,2,24788,3,0,Distracted,Dry,Rain,0.36,8.2,19.5,13.6,85251,6.16,274,25.3,0,27.9,8.98,8.33,0.04,0,0.422,0
100205,NY,5855,2024-07-23,4,20475,2,0,Impaired,Wet,Fog,19.11,9.5,10.8,38.1,100171,3.67,787,19.1,1,58.2,7.32,7.43,6.31,1,0.147,0
100206,FL,4178,2024-07-24,3,23779,3,0,Distracted,Ice,Fog,15.59,4.3,105.2,29.5,71160,11.86,285,10.9,0,5.5,3.67,8.47,5.97,0,0.479,0
100207,IL,8731,2024-07-25,5,13265,0,0,Speeding,Dry,Rain,19.06,7.9,65.9,23.9,54156,10.21,761,20.8,0,14.5,1.06,0.64,3.18,0,0.017,0
100208,FL,3181,2024-07-26,4,14410,3,0,Impaired,Ice,Clear,0.97,3.0,80.2,35.2,111208,4.81,6038,59.4,0,69.5,6.89,0.32,4.51,0,0.734,1
100209,NY,5893,2024-07-27,3,12061,3,0,Speeding,Ice,Clear,20.93,9.9,34.7,2.0,114980,2.7,1938,27.1,0,14.2,9.79,2.59,2.47,0,0.074,0
100210,NY,8044,2024-07-28,3,9631,0,0,Distracted,Ice,Snow,15.49,0.7,43.2,10.3,107320,2.57,7223,42.8,0,64.0,7.27,9.01,7.9,0,0.629,0
100211,FL,1138,2024-07-29,1,1025,4,0,Distracted,Wet,Snow,14.08,6.2,26.1,18.6,52929,3.2,1309,51.4,0,5.5,9.29,8.24,6.35,0,0.793,1
100212,NY,7328,2024-07-30,5,23361,3,0,Speeding,Snow,Rain,15.62,6.8,10.7,9.1,101606,7.81,5296,72.1,1,40.7,8.04,6.83,5.33,1,0.133,0
100213,FL,4473,2024-07-31,1,16885,3,0,Normal,Snow,Clear,21.61,7.0,19.7,29.8,97559,11.29,7321,72.2,0,17.7,1.63,7.01,3.93,0,0.519,0
100214,CA,6450,2024-08-01,2,874,4,0,Distracted,Dry,Fog,14.67,1.6,87.7,36.8,89205,6.97,798,62.2,0,11.0,2.49,7.27,2.91,0,0.779,1
100215,FL,3833,2024-08-02,1,12697,3,0,Normal,Ice,Snow,14.52,9.4,74.5,17.0,103475,10.43,3601,12.5,1,56.7,3.42,9.43,8.23,1,0.261,0
100216,FL,4580,2024-08-03,1,5148,3,0,Distracted,Wet,Fog,24.77,2.2,60.2,13.7,99341,6.46,6450,50.3,0,92.8,1.68,8.32,4.51,0,0.163,0
100217,NY,6972,2024-08-04,4,2865,3,0,Normal,Ice,Snow,18.92,6.4,52.3,38.5,77863,9.09,6693,65.1,1,5.5,5.82,6.23,5.01,1,0.337,0
100218,NY,5165,2024-08-05,3,18409,1,0,Normal,Ice,Rain,11.06,2.6,101.5,17.8,116837,9.32,8751,11.2,0,42.2,9.75,6.66,5.21,0,0.555,0
100219,TX,8942,2024-08-06,5,2146,4,0,Normal,Wet,Clear,17.68,3.4,8.0,19.6,100439,3.74,1873,48.5,0,70.8,7.61,2.14,4.48,0,0.575,0
100220,TX,6570,2024-08-07,1,513,3,0,Speeding,Snow,Snow,9.73,5.7,30.9,14.1,42194,5.61,6902,70.0,0,46.3,4.23,6.57,2.56,0,0.131,0
100221,CA,5301,2024-08-08,5,5099,4,0,Normal,Ice,Clear,5.72,4.5,38.5,36.4,106387,8.37,7827,43.2,0,80.6,0.05,4.25,1.2,0,0.458,0
100222,TX,7270,2024-08-09,1,2778,2,0,Normal,Ice,Fog,14.92,2.0,86.1,22.8,116914,2.71,4282,10.3,0,18.0,3.13,1.53,0.99,0,0.268,0
100223,FL,4819,2024-08-10,2,14796,2,0,Normal,Snow,Rain,23.2,2.1,109.2,30.5,101214,5.62,6569,10.8,0,96.0,5.27,8.06,7.57,0,0.842,1
100224,NY,2907,2024-08-11,1,3655,3,0,Distracted,Wet,Clear,23.23,4.5,26.5,32.5,64777,7.35,1827,39.2,0,38.5,3.24,5.1,2.24,0,0.314,0
100225,TX,7255,2024-08-12,4,8821,4,0,Normal,Dry,Rain,8.55,7.7,96.2,13.7,61183,11.96,1272,20.9,1,34.2,1.11,9.77,0.56,1,0.839,1
100226,TX,1761,2024-08-13,3,4314,4,0,Distracted,Snow,Clear,13.19,9.0,91.4,17.3,62445,6.75,7680,56.5,0,87.5,4.43,2.82,7.98,0,0.429,0
100227,CA,8831,2024-08-14,2,13625,4,0,Normal,Dry,Fog,5.29,1.3,24.7,33.9,102038,10.16,1827,59.6,0,56.4,2.53,4.81,1.54,0,0.727,1
100228,CA,8351,2024-08-15,1,3716,1,0,Normal,Dry,Fog,24.89,4.2,43.9,14.5,51198,6.32,9546,22.5,0,51.6,9.09,4.48,6.25,0,0.51,0
100229,FL,7239,2024-08-16,5,2613,2,0,Speeding,Snow,Rain,24.53,1.5,45.1,31.8,56411,9.96,7540,72.2,0,72.7,1.02,1.21,3.39,0,0.622,0
100230,NY,7091,2024-08-17,2,21240,4,0,Distracted,Ice,Fog,16.24,0.7,107.6,37.6,85577,7.95,4909,40.9,0,58.0,0.49,4.26,1.26,0,0.395,0
100231,CA,7032,2024-08-18,2,10738,4,0,Normal,Dry,Snow,20.11,6.8,19.9,24.9,50867,10.87,8943,20.0,1,16.3,0.05,2.88,4.14,1,0.768,1
100232,TX,8688,2024-08-19,1,14260,1,0,Distracted,Dry,Clear,17.88,6.2,87.9,29.7,97501,6.11,8168,63.5,0,67.4,3.28,1.6,0.15,0,0.425,0
100233,NY,9473,2024-08-20,2,22427,1,0,Distracted,Wet,Fog,14.83,2.0,36.8,32.2,49266,8.04,3039,65.3,0,13.3,6.6,2.82,8.41,0,0.457,0
100234,NY,2888,2024-08-21,5,21439,4,0,Impaired,Ice,Snow,1.33,2.7,80.4,33.8,74422,8.3,8393,54.8,0,80.6,7.3,2.33,5.13,0,0.518,0
100235,TX,4267,2024-08-22,2,13088,0,1,Speeding,Dry,Rain,11.37,0.7,46.2,15.8,70208,6.17,1375,69.7,0,99.0,4.53,7.34,1.39,0,0.832,1
100236,CA,1667,2024-08-23,5,23946,4,0,Speeding,Wet,Snow,16.87,8.4,63.6,2.1,66213,3.44,9543,61.6,1,37.7,6.84,0.31,2.37,1,0.659,0
100237,TX,5189,2024-08-24,1,3874,4,0,Speeding,Ice,Rain,16.94,9.8,91.6,16.1,42367,2.94,9953,71.8,0,44.5,3.6,6.17,4.48,0,0.349,0
100238,NY,1672,2024-08-25,3,6930,1,0,Impaired,Snow,Rain,9.33,1.8,88.5,27.0,114026,2.17,5177,40.4,0,4.6,6.68,7.61,1.89,0,0.67,0
100239,IL,7778,2024-08-26,2,20350,1,0,Impaired,Snow,Clear,23.54,2.7,95.3,18.0,70362,10.74,9048,62.3,0,1.4,0.41,4.81,2.69,0,0.642,0
100240,IL,8571,2024-08-27,3,19965,4,0,Speeding,Wet,Clear,4.18,8.7,6.6,30.0,86588,4.36,2772,80.0,0,92.1,3.91,9.32,5.34,0,0.931,1
100241,FL,8957,2024-08-28,5,12470,4,0,Impaired,Snow,Snow,12.51,9.3,76.1,14.3,73285,4.12,4706,60.7,0,12.9,7.91,7.08,8.33,0,0.841,1
100242,TX,6125,2024-08-29,2,1129,4,0,Impaired,Dry,Clear,17.27,4.5,15.4,25.4,109755,9.36,1375,18.0,0,44.6,8.03,7.48,4.02,0,0.647,0
100243,TX,6586,2024-08-30,4,17153,1,0,Impaired,Ice,Clear,17.43,1.0,45.7,7.5,106846,5.2,4183,46.3,1,81.5,7.16,1.97,7.17,1,0.342,0
100244,FL,5778,2024-08-31,3,11331,4,0,Speeding,Dry,Clear,16.22,0.9,60.3,30.0,71307,7.06,9401,51.1,1,88.9,2.04,7.77,8.77,1,0.78,1
100245,FL,4901,2024-09-01,2,6224,4,0,Speeding,Dry,Snow,6.88,6.0,44.3,21.8,115280,3.63,2919,22.2,0,51.9,2.47,8.32,2.16,0,0.575,0
100246,FL,7678,2024-09-02,3,22781,3,0,Speeding,Snow,Fog,3.91,4.2,57.2,8.2,54867,11.6,1292,77.4,0,56.5,9.96,3.61,8.07,0,0.985,1
100247,NY,7982,2024-09-03,2,11583,0,0,Impaired,Dry,Clear,15.9,0.8,109.6,11.7,91523,10.52,8589,22.3,0,67.0,1.03,2.13,7.57,0,0.248,0
100248,TX,7377,2024-09-04,1,13649,2,0,Speeding,Snow,Clear,14.98,6.0,14.9,29.9,119161,10.64,1881,22.4,1,96.1,1.81,3.85,3.57,1,0.08,0
100249,NY,1524,2024-09-05,3,20316,0,0,Impaired,Ice,Snow,4.48,0.6,74.3,19.3,41378,6.07,1619,74.1,1,60.3,1.3,7.4,9.9,1,0.07,0
100250,FL,3394,2024-09-06,4,9972,3,0,Normal,Ice,Fog,17.63,8.0,43.6,8.6,119685,9.62,7296,42.6,1,55.9,3.28,4.18,2.63,1,0.64,0
100251,TX,3594,2024-09-07,4,6776,2,0,Impaired,Dry,Clear,11.38,3.4,14.6,38.7,111958,3.44,1968,14.4,0,1.5,2.1,7.37,2.55,0,0.939,1
100252,NY,8241,2024-09-08,5,16135,4,0,Distracted,Wet,Rain,16.69,0.9,17.5,28.6,62926,2.09,6466,51.9,0,8.1,4.98,1.14,7.72,0,0.002,0
100253,NY,7938,2024-09-09,2,6395,3,0,Speeding,Snow,Snow,20.93,6.1,104.4,38.3,48180,2.2,3282,52.1,1,57.7,4.76,8.06,4.35,1,0.726,1
100254,FL,7191,2024-09-10,3,14494,4,0,Speeding,Snow,Clear,4.24,4.3,96.8,17.1,71931,7.87,3808,14.5,0,93.6,9.02,2.53,3.31,0,0.657,0
100255,TX,6241,2024-09-11,5,23999,1,0,Distracted,Dry,Clear,0.48,9.8,99.8,19.0,59014,6.55,6047,78.1,0,86.7,0.35,2.49,1.79,0,0.732,1
100256,FL,7494,2024-09-12,3,23540,3,0,Impaired,Snow,Rain,19.48,5.7,109.1,35.9,114872,7.18,2405,48.1,0,98.3,3.2,5.9,7.65,0,0.355,0
100257,TX,3879,2024-09-13,2,11052,1,0,Normal,Snow,Rain,15.24,3.1,22.9,21.0,93502,2.07,9639,49.2,0,52.8,5.97,0.7,7.86,0,0.82,1
100258,IL,5144,2024-09-14,4,17459,3,0,Distracted,Wet,Snow,17.49,7.2,39.1,28.3,40470,6.23,1874,46.4,0,78.8,6.05,0.26,5.67,0,0.045,0
100259,CA,4645,2024-09-15,1,23913,3,0,Distracted,Wet,Snow,20.95,3.1,73.6,10.1,49953,9.18,7330,52.8,0,84.0,4.8,2.61,9.57,0,0.755,1
100260,CA,5433,2024-09-16,4,6599,1,0,Impaired,Dry,Rain,20.07,9.1,53.2,17.9,73507,6.43,4110,28.5,0,64.8,8.16,5.38,3.18,0,0.267,0
100261,CA,2277,2024-09-17,5,9999,2,0,Speeding,Wet,Snow,24.02,4.1,46.0,4.9,41523,9.32,5374,30.1,1,33.9,0.63,9.08,2.2,1,0.477,0
100262,FL,6812,2024-09-18,1,20076,0,0,Impaired,Dry,Rain,13.4,5.7,39.4,8.2,92190,4.33,454,45.8,0,47.0,8.15,8.46,6.77,0,0.823,1
100263,IL,1303,2024-09-19,5,3678,4,0,Distracted,Ice,Clear,12.21,1.0,65.3,0.0,82761,10.13,1771,66.5,0,85.8,4.95,4.9,7.58,0,0.271,0
100264,TX,1639,2024-09-20,2,22936,3,0,Distracted,Dry,Rain,10.05,4.5,63.3,1.6,66169,7.88,5366,13.5,0,29.9,1.34,0.37,2.25,0,0.185,0
100265,NY,1056,2024-09-21,1,19618,4,0,Speeding,Ice,Rain,3.84,8.4,17.8,39.1,80641,4.11,3895,52.2,0,92.4,8.86,5.35,0.77,0,0.681,0
100266,TX,9718,2024-09-22,5,6616,1,0,Speeding,Dry,Fog,14.32,8.2,51.9,9.7,57990,4.37,4260,66.5,0,23.0,6.49,7.05,8.11,0,0.533,0
100267,NY,9151,2024-09-23,2,16063,4,0,Speeding,Snow,Rain,6.93,2.6,60.9,26.5,64661,8.28,114,21.0,0,75.0,1.64,3.39,9.77,0,0.514,0
100268,TX,3126,2024-09-24,4,4068,1,0,Impaired,Wet,Rain,23.03,2.6,62.7,33.6,48419,10.3,9541,11.1,0,63.1,0.34,1.11,6.45,0,0.257,0
100269,IL,1365,2024-09-25,2,10347,4,0,Speeding,Ice,Fog,14.58,8.3,23.1,22.0,49457,6.16,6432,31.9,0,75.0,1.41,2.79,2.78,0,0.035,0
100270,NY,7810,2024-09-26,3,14635,0,0,Distracted,Dry,Snow,14.82,9.3,81.6,6.1,102600,4.58,9657,51.2,1,43.7,6.09,7.72,9.97,1,0.41,0
100271,FL,5622,2024-09-27,2,19087,0,0,Distracted,Wet,Fog,8.87,1.4,2.8,29.1,111102,10.67,1018,19.7,0,93.3,1.79,3.51,8.93,0,0.107,0
100272,TX,6127,2024-09-28,2,18274,0,0,Normal,Dry,Clear,1.3,4.8,39.0,24.0,68085,8.69,418,39.8,0,63.2,2.26,8.12,5.13,0,0.906,1
100273,TX,6123,2024-09-29,3,2242,0,0,Impaired,Wet,Fog,0.79,3.7,85.8,29.3,85654,6.48,8474,48.7,0,28.8,0.25,3.2,8.25,0,0.041,0
100274,NY,2647,2024-09-30,5,18809,0,0,Normal,Wet,Clear,10.58,8.8,62.0,30.8,41130,6.88,2292,51.9,1,63.8,7.23,1.64,8.16,1,0.432,0
100275,FL,1919,2024-10-01,5,1119,0,0,Distracted,Dry,Snow,2.11,1.3,28.7,39.0,37042,4.04,5052,29.2,0,28.7,8.1,4.36,9.35,0,0.052,0
100276,FL,3798,2024-10-02,2,18158,1,0,Normal,Ice,Fog,15.17,2.5,76.4,22.9,105134,8.27,3133,38.0,1,29.4,7.97,4.52,8.41,1,0.096,0
100277,IL,7507,2024-10-03,3,17840,3,0,Distracted,Ice,Fog,22.02,7.6,62.4,13.7,77982,5.59,8123,64.5,1,40.0,1.28,0.16,6.44,1,0.659,0
100278,FL,6871,2024-10-04,3,2439,4,1,Normal,Snow,Snow,22.07,1.0,87.6,25.9,100185,11.96,9162,75.9,1,85.2,9.03,1.17,6.09,1,0.647,0
100279,FL,2532,2024-10-05,4,20837,0,0,Speeding,Wet,Clear,16.48,5.2,80.9,2.7,68477,6.8,8930,70.3,1,50.0,6.72,1.85,4.67,1,0.033,0
100280,FL,9173,2024-10-06,5,16501,1,0,Normal,Snow,Fog,5.28,4.7,67.1,35.9,87709,6.86,1519,49.5,0,67.9,8.98,1.14,6.26,0,0.001,0
100281,CA,4346,2024-10-07,1,1468,1,0,Speeding,Snow,Clear,21.57,3.7,53.7,4.8,63716,7.66,4775,38.7,0,39.2,4.47,3.42,7.95,0,0.079,0
100282,IL,8674,2024-10-08,5,15346,1,0,Speeding,Dry,Fog,22.15,4.2,14.7,13.1,113137,11.17,4309,33.3,1,26.4,4.37,9.65,9.69,1,0.763,1
100283,TX,7950,2024-10-09,5,781,3,0,Impaired,Dry,Rain,4.92,5.5,28.7,32.6,71018,10.01,3672,18.7,0,95.5,7.85,5.09,4.67,0,0.585,0
100284,NY,7883,2024-10-10,4,15860,4,0,Speeding,Dry,Fog,18.44,2.0,46.1,23.9,43061,6.51,873,17.5,0,60.4,0.93,6.28,5.74,0,0.038,0
100285,TX,2907,2024-10-11,1,6762,3,0,Speeding,Wet,Snow,7.16,5.9,65.9,15.7,43609,9.19,3481,58.2,0,93.4,5.21,3.56,4.45,0,0.488,0
100286,IL,4087,2024-10-12,4,1558,2,0,Normal,Dry,Snow,20.07,8.2,56.5,18.9,70371,7.86,6578,28.2,0,20.3,8.36,3.23,6.68,0,0.712,1
100287,NY,9153,2024-10-13,1,21177,1,0,Distracted,Dry,Clear,24.93,7.7,31.7,34.2,118021,6.92,4201,27.8,1,14.7,8.3,0.23,6.3,1,0.869,1
100288,IL,6751,2024-10-14,2,11224,2,0,Impaired,Wet,Fog,0.75,2.0,0.7,13.6,55805,3.92,4263,79.9,0,85.6,9.56,5.0,0.18,0,0.934,1
100289,FL,9906,2024-10-15,1,5678,0,0,Speeding,Wet,Clear,22.43,1.9,54.6,34.8,42857,6.64,7470,23.2,0,68.1,6.98,4.84,5.41,0,0.327,0
100290,NY,2063,2024-10-16,4,7480,0,0,Impaired,Ice,Clear,15.57,3.0,31.4,3.5,46620,4.46,9039,20.4,1,18.7,2.08,1.58,0.88,1,0.136,0
100291,FL,2977,2024-10-17,5,9700,3,0,Normal,Dry,Rain,24.33,3.9,80.8,31.1,43177,11.15,829,16.9,1,26.9,0.2,7.64,0.26,1,0.237,0
100292,TX,2297,2024-10-18,1,1729,4,0,Speeding,Dry,Rain,11.63,4.4,2.6,33.9,65111,5.35,2942,50.6,0,80.1,4.79,4.93,7.91,0,0.776,1
