crash_id,state,county_fips,crash_date,crash_severity,vehicle_damage,injury_count,fatality_count,driver_behavior,road_condition,weather_condition,precipitation,visibility,temperature,wind_speed,median_income,unemployment_rate,population_density,educational_attainment,claim_fraud_flag
100198,NY,1731,2024-07-16,5,3392,3,0,Speeding,Wet,Clear,23.38,6.9,45.1,34.6,78838,9.13,4103,69.1,0
100199,IL,7532,2024-07-17,5,9803,3,0,Speeding,Ice,Fog,1.38,7.0,16.0,35.4,108284,4.03,1012,78.5,1
100200,NY,7221,2024-07-18,3,22495,1,0,Impaired,Wet,Rain,20.73,3.7,61.9,0.0,36355,9.52,7532,77.6,0
100201,FL,1511,2024-07-19,1,17073,1,0,Normal,Ice,Rain,24.6,7.3,50.1,15.1,39285,5.81,9866,33.5,0
100202,IL,8355,2024-07-20,1,22364,3,0,Distracted,Dry,Snow,6.68,8.5,103.6,4.9,86866,5.11,3096,74.8,1
100203,IL,3789,2024-07-21,1,23670,4,0,Speeding,Ice,Fog,22.25,1.3,73.7,37.3,70597,5.93,1521,19.3,1
100204,TX,4487,2024-07-22,4,24458,1,0,Speeding,Ice,Snow,7.26,0.9,11.3,20.5,52021,5.06,1526,75.8,0
100205,NY,1084,2024-07-23,1,3398,1,0,Normal,Ice,Fog,19.98,3.7,66.8,19.6,118757,5.77,9390,13.1,0
100206,NY,7094,2024-07-24,3,24273,3,0,Impaired,Dry,Clear,11.5,4.0,46.2,19.5,69294,8.64,2398,38.6,0
100207,TX,6353,2024-07-25,4,19670,3,0,Distracted,Ice,Snow,14.94,2.8,55.1,22.8,97943,11.14,8875,69.0,0
100208,NY,6188,2024-07-26,3,22307,0,0,Normal,Wet,Rain,5.92,7.5,72.1,21.8,103176,4.67,109,60.8,0
100209,CA,6587,2024-07-27,3,19054,4,0,Speeding,Dry,Rain,17.19,3.2,20.4,36.7,104614,8.24,1721,60.5,0
100210,TX,9603,2024-07-28,4,24915,0,0,Speeding,Dry,Rain,3.72,8.0,39.5,35.4,75846,10.51,8011,29.4,0
100211,FL,2786,2024-07-29,2,8150,2,0,Normal,Dry,Rain,13.99,9.1,52.8,31.3,89566,2.06,5378,39.5,1
100212,FL,5664,2024-07-30,2,16964,4,0,Speeding,Ice,Fog,12.36,5.1,67.6,12.9,82231,2.4,4362,51.3,0
100213,FL,9968,2024-07-31,2,875,0,0,Distracted,Dry,Clear,20.93,4.3,31.4,31.4,94960,5.54,5585,37.2,1
100214,TX,2901,2024-08-01,5,5235,1,0,Normal,Ice,Clear,12.04,0.9,55.3,5.8,115374,11.16,7348,45.4,0
100215,FL,6452,2024-08-02,2,10597,4,0,Distracted,Dry,Fog,19.62,2.7,30.6,34.4,73233,8.44,9782,47.8,0
100216,CA,7065,2024-08-03,5,12095,1,0,Speeding,Snow,Rain,10.01,8.9,63.0,30.9,99271,7.44,1818,67.7,0
100217,IL,4083,2024-08-04,1,6645,0,0,Speeding,Wet,Clear,7.7,2.5,37.7,31.0,65155,11.02,8308,60.7,0
100218,TX,7589,2024-08-05,4,8144,3,0,Speeding,Snow,Snow,19.68,6.2,92.3,21.1,51058,11.95,2056,56.2,1
100219,IL,9010,2024-08-06,1,9317,1,0,Speeding,Ice,Rain,10.46,5.0,75.5,18.0,94048,2.2,1608,12.5,0
100220,IL,3199,2024-08-07,1,19252,1,0,Speeding,Snow,Fog,12.42,0.9,89.8,9.1,71766,7.58,6096,20.9,0
100221,CA,7361,2024-08-08,1,5593,3,0,Speeding,Dry,Fog,14.43,9.0,17.0,32.3,111301,3.59,8939,72.1,0
100222,NY,9658,2024-08-09,3,7362,0,0,Speeding,Ice,Clear,20.49,0.7,20.4,38.6,116240,4.52,2429,63.6,0
100223,CA,7067,2024-08-10,5,6834,0,0,Impaired,Ice,Fog,14.53,6.8,59.7,21.7,63560,4.26,8663,22.6,0
100224,IL,9309,2024-08-11,1,16960,4,0,Normal,Snow,Clear,10.15,9.7,6.8,36.1,47832,5.2,8659,14.6,0
100225,CA,8753,2024-08-12,5,22052,1,0,Speeding,Snow,Rain,4.01,7.1,59.2,11.3,86647,3.62,1642,21.4,0
100226,FL,5010,2024-08-13,5,4632,0,0,Impaired,Ice,Clear,17.55,3.3,37.0,20.7,72149,11.74,3877,68.6,0
100227,CA,1658,2024-08-14,5,8229,4,0,Distracted,Dry,Clear,22.08,0.7,35.7,13.1,70677,11.33,8236,78.1,0
100228,TX,4629,2024-08-15,2,19714,3,0,Speeding,Dry,Fog,2.71,5.8,25.3,39.7,98415,11.46,4050,62.9,0
100229,TX,9671,2024-08-16,3,17469,4,0,Distracted,Ice,Rain,11.66,7.3,0.5,10.0,96926,4.48,9851,64.9,0
100230,FL,8073,2024-08-17,1,15753,4,0,Normal,Wet,Snow,23.36,3.6,75.6,27.2,52479,8.82,6269,12.1,0
100231,IL,3493,2024-08-18,3,17255,1,0,Speeding,Ice,Clear,14.09,6.5,82.8,30.6,62181,8.0,1674,71.2,0
100232,CA,2704,2024-08-19,4,2452,0,0,Speeding,Ice,Rain,13.63,5.7,37.2,1.3,76078,2.61,2058,57.7,0
100233,TX,1328,2024-08-20,1,2420,1,0,Impaired,Ice,Snow,1.59,0.3,51.7,39.3,95329,8.64,7916,34.4,1
100234,TX,7358,2024-08-21,3,14754,4,0,Distracted,Snow,Snow,13.38,9.2,87.7,3.7,75176,7.82,3325,45.0,0
100235,NY,7401,2024-08-22,2,24844,2,0,Distracted,Snow,Snow,16.36,3.8,71.2,24.6,94432,10.46,6029,76.5,0
100236,CA,7216,2024-08-23,4,16452,3,0,Impaired,Wet,Fog,3.66,3.8,2.5,6.0,67366,2.7,1100,13.8,1
100237,TX,4799,2024-08-24,2,11161,2,0,Impaired,Dry,Snow,23.91,8.5,31.2,20.8,98788,8.95,3598,23.4,0
100238,IL,4149,2024-08-25,3,10408,1,0,Impaired,Wet,Clear,4.9,4.8,105.0,3.7,94000,2.18,6862,20.5,0
100239,NY,8728,2024-08-26,3,8142,0,0,Impaired,Wet,Clear,16.85,4.5,97.1,31.2,104623,11.49,5754,47.7,0
100240,FL,2280,2024-08-27,4,3162,2,0,Speeding,Ice,Fog,6.86,6.4,35.8,30.9,84803,9.31,5373,26.5,0
100241,NY,4367,2024-08-28,2,7931,3,0,Normal,Dry,Rain,2.71,2.1,100.2,23.9,65006,6.64,2799,15.4,0
100242,IL,7659,2024-08-29,3,15869,3,0,Distracted,Wet,Clear,6.52,5.3,52.7,0.6,56353,2.21,1288,46.0,1
100243,IL,6561,2024-08-30,3,9878,1,0,Speeding,Snow,Fog,8.35,6.7,22.2,1.7,70223,3.43,2889,68.5,0
100244,NY,5042,2024-08-31,5,17203,3,0,Normal,Snow,Rain,11.62,5.4,29.9,7.2,78517,10.93,1733,57.7,0
100245,TX,6963,2024-09-01,3,10038,0,0,Normal,Wet,Snow,5.86,7.1,26.5,38.9,108788,10.47,6396,12.6,0
100246,TX,5418,2024-09-02,2,24193,2,0,Speeding,Wet,Clear,18.19,6.0,6.1,10.2,47410,6.51,74,13.2,0
100247,TX,1603,2024-09-03,2,15447,3,0,Speeding,Ice,Clear,20.18,8.4,48.1,30.0,55645,11.29,8983,47.7,0
100248,IL,8194,2024-09-04,2,1140,0,0,Normal,Dry,Rain,19.77,8.8,99.5,11.2,50431,4.06,5031,19.9,0
100249,CA,4103,2024-09-05,5,1558,2,0,Speeding,Wet,Fog,17.89,1.0,57.8,10.2,41571,2.25,5493,59.5,0
100250,IL,5483,2024-09-06,1,698,3,0,Impaired,Snow,Snow,6.74,2.6,60.0,10.3,105663,9.88,1766,27.3,0
100251,CA,5790,2024-09-07,5,10393,1,0,Normal,Snow,Fog,5.26,0.5,25.0,11.9,89520,3.71,5442,40.8,0
100252,FL,8297,2024-09-08,3,20229,2,0,Normal,Wet,Clear,2.73,2.3,5.1,0.4,92021,8.35,9877,53.4,0
100253,FL,5988,2024-09-09,4,24218,1,0,Distracted,Dry,Clear,9.92,7.2,13.8,39.5,98554,7.4,2633,78.1,0
100254,IL,1721,2024-09-10,1,18547,1,0,Normal,Snow,Snow,2.18,0.8,23.7,22.7,117240,3.08,212,23.8,0
100255,NY,6158,2024-09-11,1,23622,3,0,Distracted,Snow,Fog,16.38,1.6,96.1,24.1,115788,8.83,5905,73.8,1
100256,IL,3436,2024-09-12,3,20994,4,0,Impaired,Ice,Clear,23.75,7.7,108.7,21.5,84145,3.38,3893,34.6,0
100257,IL,9518,2024-09-13,2,13465,4,0,Distracted,Snow,Clear,18.89,4.4,2.0,1.8,69302,8.3,9000,21.3,0
100258,TX,5101,2024-09-14,5,11503,4,0,Distracted,Wet,Fog,2.92,2.9,48.8,18.9,53158,7.69,308,39.5,1
100259,NY,5559,2024-09-15,1,24797,2,0,Speeding,Ice,Snow,0.51,6.4,40.6,21.6,119979,7.27,5301,68.9,0
100260,FL,8355,2024-09-16,1,16533,3,0,Normal,Snow,Snow,8.37,8.9,59.0,26.9,102685,6.59,1096,13.1,0
100261,IL,8199,2024-09-17,4,19621,2,0,Normal,Snow,Rain,24.82,0.4,67.8,21.4,42882,9.78,2309,19.6,0
100262,NY,3522,2024-09-18,4,7361,4,0,Normal,Wet,Rain,7.82,6.9,43.6,2.2,46649,5.7,7642,51.3,0
100263,IL,2259,2024-09-19,5,21591,3,0,Distracted,Dry,Snow,18.44,6.7,20.2,24.8,45445,5.69,4759,38.6,0
100264,FL,2184,2024-09-20,2,22675,0,0,Normal,Wet,Snow,17.91,8.7,64.4,23.2,80721,2.23,5756,43.5,0
100265,NY,3507,2024-09-21,1,7085,2,0,Distracted,Dry,Fog,14.31,2.0,3.7,21.8,116754,9.55,2333,67.5,0
100266,TX,9492,2024-09-22,1,24688,1,0,Impaired,Snow,Clear,9.19,7.1,98.3,33.7,91030,9.43,3260,21.7,0
100267,FL,6295,2024-09-23,1,2880,1,0,Distracted,Ice,Fog,5.21,1.0,70.9,17.9,107699,6.63,5488,32.5,0
100268,CA,7601,2024-09-24,1,5904,3,0,Normal,Snow,Snow,24.5,0.6,10.4,24.1,107747,8.1,4532,24.4,0
100269,NY,1449,2024-09-25,3,1472,1,0,Distracted,Ice,Rain,1.65,6.8,60.7,4.9,112360,2.21,7704,17.0,1
100270,FL,7853,2024-09-26,1,23726,1,0,Distracted,Wet,Rain,5.91,0.2,14.2,10.1,77426,3.2,4297,46.7,0
100271,TX,2003,2024-09-27,5,14739,1,0,Distracted,Ice,Snow,7.72,0.4,13.1,34.0,92485,2.72,2220,24.9,0
100272,CA,5333,2024-09-28,1,19666,1,0,Speeding,Snow,Clear,22.74,0.4,29.2,0.6,98640,11.59,4011,73.3,0
100273,IL,7538,2024-09-29,2,2817,0,0,Speeding,Snow,Fog,17.83,4.7,83.9,6.3,47451,4.75,6505,13.2,0
100274,CA,4217,2024-09-30,2,1501,0,0,Speeding,Snow,Snow,6.63,7.6,76.8,32.9,66773,2.98,9955,72.8,0
100275,NY,7353,2024-10-01,1,14874,0,0,Normal,Snow,Fog,4.11,9.9,61.5,9.2,62178,10.73,3330,51.1,1
100276,NY,5416,2024-10-02,5,7247,0,0,Impaired,Ice,Fog,22.01,2.3,28.1,10.4,68671,10.19,9374,70.3,0
100277,CA,6917,2024-10-03,1,14411,1,0,Impaired,Ice,Snow,19.84,7.9,57.0,28.0,58246,2.44,5897,12.0,0
100278,FL,9235,2024-10-04,1,993,2,0,Speeding,Wet,Rain,0.96,8.0,102.3,38.7,65890,5.91,7351,33.3,0
100279,TX,5578,2024-10-05,2,24111,4,0,Speeding,Dry,Fog,21.98,8.7,20.4,7.9,54429,4.4,7912,45.1,1
100280,FL,4932,2024-10-06,4,11114,0,0,Speeding,Ice,Snow,14.7,3.1,80.8,29.9,36943,5.71,354,25.2,0
100281,IL,6346,2024-10-07,2,4402,0,0,Distracted,Snow,Rain,11.44,1.3,95.9,5.6,68944,9.76,4525,39.6,0
100282,TX,3003,2024-10-08,3,14794,4,0,Impaired,Wet,Snow,16.85,8.0,73.6,15.3,89298,3.57,8037,12.1,1
100283,FL,9013,2024-10-09,4,1969,0,0,Impaired,Dry,Fog,0.99,5.7,22.4,12.9,70214,6.29,1871,51.1,0
100284,IL,8333,2024-10-10,3,1307,3,0,Distracted,Ice,Rain,8.26,4.1,14.2,35.4,37249,9.42,8686,75.1,0
100285,NY,4613,2024-10-11,2,9019,0,0,Speeding,Ice,Rain,2.2,0.6,56.7,26.2,72422,11.65,3680,15.3,0
100286,IL,3521,2024-10-12,1,24950,3,1,Impaired,Ice,Clear,17.09,0.1,14.3,13.3,113990,6.08,195,68.9,0
100287,NY,6536,2024-10-13,3,7085,2,0,Normal,Wet,Fog,9.95,3.2,90.8,0.9,93946,6.49,9442,62.3,0
100288,TX,3280,2024-10-14,2,6420,0,0,Normal,Snow,Fog,11.97,2.7,57.6,14.8,54686,10.77,3676,26.1,0
100289,IL,8859,2024-10-15,2,14705,3,0,Impaired,Snow,Snow,7.25,4.8,32.1,38.9,64390,3.39,167,46.3,0
100290,FL,8850,2024-10-16,5,4242,3,0,Speeding,Snow,Fog,19.71,9.2,62.5,21.2,89238,7.27,9541,32.0,0
100291,FL,8027,2024-10-17,2,22952,4,0,Distracted,Wet,Clear,1.16,4.2,28.7,29.7,109732,2.41,8003,53.1,0
100292,IL,2880,2024-10-18,3,12392,1,0,Impaired,Ice,Snow,7.03,2.9,64.3,13.8,96039,9.05,308,24.9,1
100293,CA,1095,2024-10-19,5,5455,0,0,Speeding,Wet,Fog,14.76,8.5,25.5,18.4,97894,2.84,6153,40.5,0
100294,FL,1284,2024-10-20,4,3741,2,0,Normal,Ice,Rain,19.75,3.1,24.1,8.5,116504,3.11,4367,65.2,0
100295,CA,4136,2024-10-21,5,18370,2,0,Distracted,Ice,Clear,15.04,9.2,57.0,33.5,88248,3.98,7059,42.7,1
100296,CA,9306,2024-10-22,1,11368,2,0,Impaired,Ice,Rain,18.26,8.6,91.9,14.4,97911,11.44,6773,57.1,0
100297,CA,8382,2024-10-23,5,673,3,0,Impaired,Dry,Rain,0.59,6.4,70.9,1.5,88655,8.91,3005,71.9,0
100298,TX,4838,2024-10-24,4,20709,4,0,Speeding,Wet,Rain,6.37,7.5,10.4,27.6,92607,2.71,4717,75.7,0
100299,IL,5922,2024-10-25,3,3913,1,0,Speeding,Snow,Clear,1.05,1.6,14.7,6.2,112029,4.32,3960,78.9,0
100300,IL,3904,2024-10-26,5,19213,0,0,Distracted,Wet,Rain,12.5,6.0,42.9,32.0,80670,4.01,700,71.8,0
100301,FL,4711,2024-10-27,5,14397,1,0,Normal,Dry,Snow,24.73,3.3,35.2,0.6,88168,8.75,9536,27.1,1
100302,FL,7451,2024-10-28,2,1726,2,0,Speeding,Wet,Rain,0.34,4.9,98.0,23.4,53812,4.49,721,38.6,0
100303,NY,9086,2024-10-29,5,24186,4,0,Impaired,Dry,Clear,11.02,2.3,98.0,19.8,116294,10.2,6802,36.2,0
100304,CA,3058,2024-10-30,4,2806,0,0,Impaired,Ice,Snow,0.12,9.0,3.3,39.9,37461,7.61,787,20.7,0
100305,IL,4947,2024-10-31,5,530,2,0,Impaired,Wet,Clear,15.32,4.1,23.2,5.4,43548,8.94,8527,14.9,0
100306,TX,6223,2024-11-01,5,10817,2,0,Normal,Snow,Snow,4.58,4.8,42.7,26.9,38912,8.6,4550,30.7,0
100307,TX,8826,2024-11-02,2,15042,4,0,Normal,Ice,Clear,17.82,7.2,19.4,3.8,92634,3.24,5015,70.2,1
100308,NY,1213,2024-11-03,2,9556,4,0,Distracted,Ice,Fog,3.99,1.2,101.1,6.5,101397,7.26,9894,12.7,0
100309,FL,4718,2024-11-04,2,2334,3,0,Distracted,Snow,Rain,20.71,5.0,20.9,39.5,40779,8.79,8344,25.1,0
100310,IL,4062,2024-11-05,5,6918,3,1,Impaired,Wet,Snow,5.15,8.1,80.7,32.3,85290,4.46,9936,34.3,0
100311,CA,5533,2024-11-06,4,19655,3,0,Speeding,Dry,Fog,8.81,6.8,105.3,9.8,84498,9.13,6928,55.4,0
100312,NY,8698,2024-11-07,1,19917,0,0,Normal,Ice,Fog,5.76,3.2,52.5,33.9,52280,10.95,7271,49.4,0
100313,CA,4139,2024-11-08,2,4300,0,0,Normal,Dry,Fog,20.19,7.1,89.6,1.4,36102,10.74,5007,65.7,0
100314,CA,3428,2024-11-09,3,1964,3,0,Normal,Snow,Clear,12.26,9.3,47.1,21.4,80268,10.1,3051,58.1,0
100315,FL,8125,2024-11-10,5,2206,3,0,Speeding,Wet,Rain,21.85,8.9,89.5,3.7,119281,3.74,1800,72.3,0
100316,IL,1265,2024-11-11,4,24952,3,0,Impaired,Wet,Fog,3.25,7.4,83.8,38.8,98298,8.98,6752,44.1,0
100317,TX,7186,2024-11-12,5,8330,1,0,Normal,Dry,Snow,12.47,2.7,105.6,23.3,112980,10.23,8658,47.5,0
100318,NY,2867,2024-11-13,2,2408,4,0,Speeding,Dry,Rain,19.42,3.7,37.0,22.2,85420,11.41,3028,68.6,0
100319,TX,6276,2024-11-14,2,8058,0,0,Distracted,Wet,Snow,24.53,5.6,84.3,12.7,113546,8.35,9231,10.4,0
100320,IL,1746,2024-11-15,5,3011,2,0,Impaired,Wet,Clear,16.83,3.8,101.4,34.0,102205,2.5,4073,27.0,0
100321,FL,9277,2024-11-16,3,656,4,0,Normal,Snow,Clear,4.58,4.6,89.2,21.2,95223,8.58,1087,25.5,0
100322,NY,2258,2024-11-17,1,15451,2,0,Impaired,Wet,Snow,18.99,7.9,89.6,0.7,118716,8.89,2300,49.3,1
100323,CA,6842,2024-11-18,5,14948,1,0,Normal,Wet,Clear,1.87,1.0,104.3,7.4,45013,2.07,3020,60.2,0
100324,CA,4870,2024-11-19,1,19682,4,0,Impaired,Ice,Rain,19.07,9.7,32.0,17.3,78110,7.39,810,27.7,0
100325,IL,5813,2024-11-20,5,6665,4,0,Distracted,Dry,Fog,20.7,7.0,48.4,3.2,75613,7.45,9193,45.4,0
100326,IL,6394,2024-11-21,2,21135,3,0,Normal,Wet,Snow,13.98,8.6,11.7,11.2,95136,6.56,9590,61.7,0
100327,TX,3214,2024-11-22,2,3193,0,0,Normal,Snow,Rain,12.32,7.8,96.5,10.0,82842,8.2,6279,60.6,0
100328,FL,5340,2024-11-23,1,21692,1,0,Distracted,Wet,Clear,23.41,4.3,37.8,0.0,64612,2.43,8569,42.8,0
100329,CA,3955,2024-11-24,5,8262,3,0,Impaired,Snow,Fog,0.0,9.4,99.6,27.7,83821,7.0,8486,59.4,1
100330,NY,2976,2024-11-25,2,9952,0,0,Normal,Dry,Fog,0.24,2.5,22.4,31.0,65513,2.34,3852,49.1,1
100331,TX,1723,2024-11-26,2,6105,2,0,Distracted,Snow,Snow,6.3,0.5,38.5,32.8,78917,5.22,1446,15.5,0
100332,CA,8108,2024-11-27,1,24816,2,0,Impaired,Wet,Clear,12.64,1.0,76.0,34.1,77266,7.36,8043,76.7,1
100333,TX,8193,2024-11-28,4,9042,3,0,Impaired,Snow,Snow,13.51,2.0,101.5,6.1,107649,8.91,2682,78.3,1
100334,FL,1744,2024-11-29,5,1548,2,0,Normal,Dry,Fog,9.28,5.4,75.7,35.6,115454,8.93,6478,21.3,0
100335,FL,1355,2024-11-30,4,8798,3,0,Normal,Wet,Clear,7.32,2.2,37.4,26.3,108183,6.43,5902,39.2,0
100336,IL,4653,2024-12-01,4,1692,2,0,Impaired,Ice,Snow,5.06,8.4,4.4,27.8,115171,3.04,4648,53.4,0
100337,NY,7687,2024-12-02,3,2783,1,0,Speeding,Dry,Rain,20.01,0.1,36.5,22.6,58172,3.42,6808,49.8,0
100338,FL,3077,2024-12-03,3,9161,0,0,Normal,Snow,Fog,7.9,7.5,52.4,37.6,58947,6.42,2375,36.2,0
100339,FL,2346,2024-12-04,2,5008,2,0,Distracted,Ice,Rain,12.31,9.7,80.3,10.1,67778,3.09,2983,73.2,0
100340,FL,3683,2024-12-05,3,15004,4,0,Distracted,Ice,Snow,20.28,2.7,98.3,31.5,63639,9.99,4140,57.4,0
100341,TX,9441,2024-12-06,3,1699,2,0,Distracted,Wet,Clear,15.31,6.2,0.7,19.8,37689,4.77,4531,17.9,0
100342,FL,2980,2024-12-07,2,22512,2,0,Distracted,Snow,Snow,10.22,7.1,8.4,35.6,91116,3.22,5360,56.9,0
100343,TX,3044,2024-12-08,4,2760,3,0,Impaired,Ice,Rain,4.42,3.3,31.0,11.0,57655,4.89,7453,25.3,1
100344,IL,8368,2024-12-09,4,24909,4,0,Speeding,Wet,Snow,9.94,4.3,58.9,0.6,95090,4.07,2279,16.0,0
100345,CA,7694,2024-12-10,3,18841,4,0,Speeding,Snow,Fog,12.13,7.3,58.9,2.6,46237,5.0,7838,35.2,0
100346,TX,7460,2024-12-11,4,18169,3,0,Speeding,Dry,Clear,24.76,1.3,46.8,36.0,52347,6.11,718,13.5,1
100347,FL,6217,2024-12-12,4,16907,2,0,Distracted,Snow,Snow,7.1,1.4,97.2,25.6,41266,7.03,6402,20.3,0
100348,NY,9694,2024-12-13,4,17253,1,0,Normal,Ice,Fog,4.14,3.8,80.0,29.2,69144,2.93,5440,41.7,0
100349,TX,3825,2024-12-14,4,17592,4,0,Speeding,Snow,Rain,5.51,2.3,15.0,20.2,80369,5.29,5473,78.8,0
100350,IL,6454,2024-12-15,4,648,4,0,Distracted,Snow,Fog,5.29,3.1,25.9,22.3,95487,7.23,832,68.9,0
100351,NY,1831,2024-12-16,1,17537,1,0,Speeding,Dry,Rain,1.9,1.5,55.6,14.6,116756,7.59,8331,10.9,0
100352,NY,3467,2024-12-17,4,1964,1,0,Distracted,Dry,Clear,9.12,1.0,39.9,31.3,98046,7.0,1131,70.8,0
100353,NY,8607,2024-12-18,4,1553,0,0,Impaired,Ice,Rain,7.12,9.2,88.9,30.3,118328,3.59,7317,29.8,0
100354,TX,1156,2024-12-19,2,22374,2,0,Speeding,Dry,Fog,22.19,3.5,46.1,28.0,115230,4.91,3839,23.8,0
100355,NY,6805,2024-12-20,1,3216,2,0,Impaired,Wet,Fog,19.51,5.7,103.5,38.5,115807,10.63,7497,31.7,0
100356,CA,2116,2024-12-21,5,4838,3,0,Normal,Wet,Clear,2.73,5.5,20.1,30.8,100170,10.26,5033,47.0,0
100357,FL,6560,2024-12-22,4,4047,2,0,Normal,Snow,Snow,21.26,4.5,53.1,39.1,111616,5.62,373,43.8,0
100358,TX,4962,2024-12-23,2,682,1,0,Impaired,Snow,Clear,2.74,7.5,98.4,23.6,87254,6.91,7758,54.1,0
100359,CA,6839,2024-12-24,3,2448,3,0,Normal,Ice,Fog,18.01,3.3,7.2,24.8,53042,6.58,8070,21.7,0
100360,IL,1971,2024-12-25,4,17627,3,0,Speeding,Ice,Clear,14.32,8.9,30.7,25.6,38123,4.86,7779,36.2,0
100361,FL,1031,2024-12-26,2,13253,2,1,Impaired,Ice,Snow,2.17,0.7,22.3,13.1,83574,8.48,4862,50.8,0
100362,NY,1740,2024-12-27,3,16071,4,0,Impaired,Ice,Fog,22.63,5.7,108.3,1.3,101219,7.62,8230,66.8,0
100363,IL,4148,2024-12-28,1,10563,1,0,Normal,Snow,Clear,21.86,3.4,51.5,31.5,108507,5.99,7497,35.8,1
100364,IL,3484,2024-12-29,3,11352,1,0,Impaired,Dry,Clear,21.1,3.6,97.7,28.4,112840,4.59,3579,68.8,1
100365,FL,8418,2024-12-30,3,21924,1,0,Impaired,Ice,Fog,9.24,3.1,93.9,3.2,67830,8.18,2054,39.2,1
100366,CA,7864,2024-12-31,1,3624,4,0,Distracted,Ice,Fog,5.57,6.0,11.4,5.9,70295,9.08,4200,76.0,0
100367,FL,5975,2025-01-01,3,6736,3,0,Speeding,Dry,Fog,24.93,2.3,38.5,27.5,86040,10.01,9111,30.7,0
100368,TX,4654,2025-01-02,1,2896,1,0,Distracted,Snow,Fog,20.43,2.9,54.6,21.4,114681,11.38,6882,35.8,0
100369,NY,9377,2025-01-03,1,7252,2,0,Impaired,Dry,Rain,1.05,2.9,96.7,7.6,47481,4.07,4570,55.7,0
100370,NY,4870,2025-01-04,5,6750,1,0,Distracted,Wet,Fog,9.33,0.1,108.0,2.2,96268,10.64,5890,50.8,1
100371,FL,1914,2025-01-05,1,3289,2,0,Normal,Wet,Snow,20.3,3.7,37.1,24.5,65277,11.82,8072,34.8,0
100372,TX,1991,2025-01-06,3,3629,4,0,Normal,Snow,Rain,13.21,0.5,86.0,2.1,62562,8.69,1879,43.9,0
100373,TX,5959,2025-01-07,3,5074,3,0,Normal,Ice,Snow,6.18,8.7,94.5,8.5,82360,9.74,9441,56.5,0
100374,TX,7832,2025-01-08,3,18459,1,0,Impaired,Dry,Rain,19.82,7.2,30.9,20.1,47669,5.98,139,13.9,0
100375,TX,9874,2025-01-09,1,17474,1,0,Distracted,Dry,Fog,6.54,6.0,21.9,3.8,47397,10.58,7038,52.4,0
100376,FL,4441,2025-01-10,2,20017,2,0,Distracted,Ice,Snow,0.01,7.4,71.1,16.4,103958,5.43,390,62.3,0
100377,IL,4314,2025-01-11,5,6750,4,0,Normal,Ice,Snow,5.78,9.0,62.1,0.8,56431,9.28,2721,65.6,0
100378,TX,8264,2025-01-12,2,15074,3,0,Impaired,Dry,Clear,24.83,6.9,17.0,4.8,112594,8.54,2965,25.0,0
100379,IL,3203,2025-01-13,3,7981,0,0,Speeding,Ice,Fog,16.41,5.9,81.6,37.6,65211,10.98,188,54.9,0
100380,CA,7810,2025-01-14,2,18041,1,0,Speeding,Dry,Rain,5.52,1.2,39.6,22.4,88118,10.57,4004,61.2,1
100381,FL,4890,2025-01-15,1,4547,0,0,Speeding,Ice,Rain,17.15,4.0,66.5,27.5,63434,9.35,8511,16.7,0
100382,CA,6110,2025-01-16,2,2670,0,0,Distracted,Snow,Fog,17.17,5.8,0.7,15.1,77635,11.25,3844,14.9,0
100383,FL,8444,2025-01-17,1,15953,3,0,Distracted,Dry,Fog,16.02,6.0,65.0,30.5,94713,5.46,3530,72.0,0
100384,IL,1762,2025-01-18,2,22809,2,0,Normal,Ice,Fog,1.76,9.6,80.7,35.9,108050,10.14,3712,35.3,0
100385,CA,4009,2025-01-19,4,13232,0,0,Normal,Dry,Fog,6.07,2.1,38.0,36.4,85430,9.19,9830,59.2,1
100386,NY,3834,2025-01-20,3,16413,1,0,Distracted,Dry,Clear,21.77,6.6,83.5,19.9,61876,4.57,5450,49.2,0
100387,CA,6052,2025-01-21,5,5427,2,0,Speeding,Wet,Snow,18.37,2.6,47.0,30.5,113395,8.28,8360,33.6,0
100388,CA,5349,2025-01-22,4,7931,3,0,Impaired,Wet,Clear,4.2,4.2,46.6,28.4,87604,4.7,3683,34.2,0
100389,FL,5562,2025-01-23,5,6774,0,0,Impaired,Wet,Rain,7.46,9.7,32.9,38.1,72939,2.51,317,73.4,0
100390,IL,7459,2025-01-24,3,10303,2,0,Impaired,Wet,Rain,14.07,3.3,81.5,9.7,69252,2.02,3033,41.7,0
100391,CA,8797,2025-01-25,2,17576,1,0,Impaired,Ice,Rain,20.66,3.6,100.9,22.5,94926,4.39,2543,43.8,0
100392,TX,3622,2025-01-26,4,17462,2,0,Normal,Dry,Clear,5.01,4.4,48.7,1.8,44198,5.92,8985,78.5,0
100393,FL,3628,2025-01-27,3,17293,3,0,Distracted,Ice,Fog,2.54,0.4,108.6,36.9,118745,7.2,8164,38.8,0
100394,CA,2733,2025-01-28,1,2520,2,0,Speeding,Wet,Clear,9.55,4.0,87.9,37.8,47690,5.67,4502,35.9,0
100395,FL,2474,2025-01-29,3,2788,1,0,Distracted,Wet,Fog,22.81,6.2,34.2,20.0,59740,6.25,1029,15.6,0
100396,TX,5855,2025-01-30,4,9699,4,0,Impaired,Wet,Clear,6.51,5.8,25.6,23.4,78310,8.43,8953,37.1,0
